,messages,user,message_Date,hour,minute,second,day,month,year
262,‎sticker omitted‎,Abhishek 🐂,2020-05-30 23:53:43,23,53,43,Saturday,May,2020
263,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:54:18,23,54,18,Saturday,May,2020
264,‎sticker omitted‎,Abhishek 🐂,2020-05-30 23:54:36,23,54,36,Saturday,May,2020
265,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:55:44,23,55,44,Saturday,May,2020
266,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:55:46,23,55,46,Saturday,May,2020
267,‎sticker omitted‎,Abhishek 🐂,2020-05-30 23:56:13,23,56,13,Saturday,May,2020
268,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:56:27,23,56,27,Saturday,May,2020
269,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:56:30,23,56,30,Saturday,May,2020
270,‎sticker omitted‎,Abhishek 🐂,2020-05-30 23:56:48,23,56,48,Saturday,May,2020
271,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:57:34,23,57,34,Saturday,May,2020
272,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:57:43,23,57,43,Saturday,May,2020
273,‎sticker omitted‎,Abhishek 🐂,2020-05-30 23:57:58,23,57,58,Saturday,May,2020
274,‎sticker omitted‎,Abhishek 🐂,2020-05-30 23:58:13,23,58,13,Saturday,May,2020
275,‎sticker omitted‎,Vinayak 👩,2020-05-30 23:59:01,23,59,1,Saturday,May,2020
276,‎sticker omitted‎,Abhishek 🐂,2020-05-30 23:59:17,23,59,17,Saturday,May,2020
277,‎sticker omitted,Vinayak 👩,2020-05-30 23:59:19,23,59,19,Saturday,May,2020
278,Le le muh me‎,Abhishek 🐂,2020-05-30 23:59:25,23,59,25,Saturday,May,2020
279,‎sticker omitted‎,Vinayak 👩,2020-05-31 00:01:55,0,1,55,Sunday,May,2020
280,‎sticker omitted‎,Vinayak 👩,2020-05-31 00:01:56,0,1,56,Sunday,May,2020
281,‎sticker omitted‎,Vinayak 👩,2020-05-31 00:01:56,0,1,56,Sunday,May,2020
282,‎sticker omitted‎,Abhishek 🐂,2020-05-31 00:02:16,0,2,16,Sunday,May,2020
283,‎sticker omitted,Abhishek 🐂,2020-05-31 00:02:16,0,2,16,Sunday,May,2020
284,Ye thu le rak tere muh me‎,Vinayak 👩,2020-05-31 00:02:18,0,2,18,Sunday,May,2020
285,‎sticker omitted‎,Abhishek 🐂,2020-05-31 00:02:18,0,2,18,Sunday,May,2020
286,‎sticker omitted,Abhishek 🐂,2020-05-31 00:02:26,0,2,26,Sunday,May,2020
287,Ha de na tere chuuth‎,Abhishek 🐂,2020-05-31 00:02:43,0,2,43,Sunday,May,2020
288,‎sticker omitted‎,Vinayak 👩,2020-05-31 00:02:50,0,2,50,Sunday,May,2020
289,‎sticker omitted‎,Abhishek 🐂,2020-05-31 00:03:03,0,3,3,Sunday,May,2020
290,‎sticker omitted‎,Abhishek 🐂,2020-05-31 00:03:09,0,3,9,Sunday,May,2020
291,‎sticker omitted‎,Vinayak 👩,2020-05-31 00:03:17,0,3,17,Sunday,May,2020
292,‎sticker omitted‎,Vinayak 👩,2020-05-31 00:03:35,0,3,35,Sunday,May,2020
293,‎sticker omitted,Vinayak 👩,2020-05-31 08:42:01,8,42,1,Sunday,May,2020
294,Bhag bsdk‎,Abhishek 🐂,2020-05-31 08:42:20,8,42,20,Sunday,May,2020
295,‎sticker omitted‎,Roshan 🍗,2020-05-31 10:08:08,10,8,8,Sunday,May,2020
296,‎image omitted‎,Rohit 💃,2020-05-31 18:49:16,18,49,16,Sunday,May,2020
297,‎image omitted,Rohit 💃,2020-05-31 20:17:33,20,17,33,Sunday,May,2020
298,Heaven 🤣🤣🤣,Rohit 💃,2020-05-31 20:17:43,20,17,43,Sunday,May,2020
299,Nin hanga thulaga antru hakal alla thulapa,Vinayak 👩,2020-05-31 20:26:13,20,26,13,Sunday,May,2020
300,1 n half lg,Rohit 💃,2020-06-02 21:14:44,21,14,44,Tuesday,June,2020
301,Kg agutalla,Rohit 💃,2020-06-02 21:14:47,21,14,47,Tuesday,June,2020
302,Leeee,Rohit 💃,2020-06-02 21:21:50,21,21,50,Tuesday,June,2020
303,Ell idiro,Rohit 💃,2020-06-02 21:21:54,21,21,54,Tuesday,June,2020
304,Kotambri 3 kttPudina 2 kattEverest chicken masala,Rohit 💃,2020-06-02 21:27:00,21,27,0,Tuesday,June,2020
305,Hase kai ಕಾಲ kgTamato  half kg Chakki  lavanaga menasu chakr maggi,Rohit 💃,2020-06-02 21:30:20,21,30,20,Tuesday,June,2020
306,Mosaru half ltr,Rohit 💃,2020-06-02 21:30:41,21,30,41,Tuesday,June,2020
307,Le beda togo Kargaji hogan,Roshan 🍗,2020-06-02 22:02:20,22,2,20,Tuesday,June,2020
308,Le nale nand oral anth le pa,Abhishek 🐂,2020-06-02 22:02:53,22,2,53,Tuesday,June,2020
309,Kallya call madidha nam appar ga attend madbek anth,Abhishek 🐂,2020-06-02 22:03:15,22,3,15,Tuesday,June,2020
310,Timings,Roshan 🍗,2020-06-02 22:03:39,22,3,39,Tuesday,June,2020
311,,Abhishek 🐂,2020-06-02 22:03:55,22,3,55,Tuesday,June,2020
312,All subjects???,Roshan 🍗,2020-06-02 22:07:04,22,7,4,Tuesday,June,2020
313,Ella le,Abhishek 🐂,2020-06-02 22:07:17,22,7,17,Tuesday,June,2020
314,"Hi students,Below students are informed to be prepared for the oral test  *Pallavi PuttarajVenkteshAbhishekRenuka MShambulingMahantesh KalagondraTejaswini DastageerAbhilasha* *Time* ",Abhishek 🐂,2020-06-02 22:07:25,22,7,25,Tuesday,June,2020
315,Orallll🤩,Roshan 🍗,2020-06-02 22:07:47,22,7,47,Tuesday,June,2020
316,Cutya,Abhishek 🐂,2020-06-02 22:07:58,22,7,58,Tuesday,June,2020
317,😂,Roshan 🍗,2020-06-02 22:08:05,22,8,5,Tuesday,June,2020
318,Rukko zara sabar karo thume be ayega‎,Abhishek 🐂,2020-06-02 22:09:37,22,9,37,Tuesday,June,2020
319,‎sticker omitted,Rohit 💃,2020-06-02 22:32:41,22,32,41,Tuesday,June,2020
320,Le helinoo,Rohit 💃,2020-06-02 22:32:45,22,32,45,Tuesday,June,2020
321,En aytu bedva....?,Rohit 💃,2020-06-02 22:33:01,22,33,1,Tuesday,June,2020
322,🤣🤣,Abhishek 🐂,2020-06-02 22:33:42,22,33,42,Tuesday,June,2020
323,List roshya thanda hodha,Abhishek 🐂,2020-06-02 22:34:07,22,34,7,Tuesday,June,2020
324,Le nk nindh asta separate madthara ella conference call madi madthara?,Vinayak 👩,2020-06-02 22:34:15,22,34,15,Tuesday,June,2020
325,😂😂,Vinayak 👩,2020-06-02 22:34:29,22,34,29,Tuesday,June,2020
326,K hogi barri‎,Abhishek 🐂,2020-06-02 22:34:52,22,34,52,Tuesday,June,2020
327,‎sticker omitted‎,Rohit 💃,2020-06-02 22:34:54,22,34,54,Tuesday,June,2020
328,‎sticker omitted,Rohit 💃,2020-06-02 22:35:05,22,35,5,Tuesday,June,2020
329,Mindrike nan kelidhaka ans mad,Vinayak 👩,2020-06-02 22:35:32,22,35,32,Tuesday,June,2020
330,Friyay hogana...?,Rohit 💃,2020-06-02 22:35:40,22,35,40,Tuesday,June,2020
331,Tunya chicken sari illa anta,Roshan 🍗,2020-06-02 22:41:06,22,41,6,Tuesday,June,2020
332,Friday is ಹುಣ್ಣಿಮೆ,Rohit 💃,2020-06-03 08:22:29,8,22,29,Wednesday,June,2020
333,Beda,Rohit 💃,2020-06-03 08:22:32,8,22,32,Wednesday,June,2020
334,Nale.....?,Rohit 💃,2020-06-03 08:22:36,8,22,36,Wednesday,June,2020
335,😅,Abhishek 🐂,2020-06-03 11:57:42,11,57,42,Wednesday,June,2020
336,😅hard to imagine vinya like this,Abhishek 🐂,2020-06-03 11:58:06,11,58,6,Wednesday,June,2020
337,😂 😂 😂 😂 😂 😂 😂 😂 😂,Rohit 💃,2020-06-03 12:23:54,12,23,54,Wednesday,June,2020
338,Actually he sits to piss like tht only 🤣🤣🤣🤣‎,Rohit 💃,2020-06-03 12:24:23,12,24,23,Wednesday,June,2020
339,‎sticker omitted,Rohit 💃,2020-06-03 12:24:26,12,24,26,Wednesday,June,2020
340,Nale hogan yenri le‎,Roshan 🍗,2020-06-03 19:44:28,19,44,28,Wednesday,June,2020
341,‎sticker omitted‎,Abhishek 🐂,2020-06-03 19:44:59,19,44,59,Wednesday,June,2020
342,‎sticker omitted‎,Rohit 💃,2020-06-03 19:45:21,19,45,21,Wednesday,June,2020
343,‎sticker omitted‎,Vinayak 👩,2020-06-03 19:50:26,19,50,26,Wednesday,June,2020
344,‎sticker omitted‎,Rohit 💃,2020-06-03 19:50:55,19,50,55,Wednesday,June,2020
345,‎sticker omitted‎,Rohit 💃,2020-06-03 19:51:01,19,51,1,Wednesday,June,2020
346,‎sticker omitted‎,Vinayak 👩,2020-06-03 19:51:09,19,51,9,Wednesday,June,2020
347,‎sticker omitted‎,Vinayak 👩,2020-06-03 19:51:13,19,51,13,Wednesday,June,2020
348,‎sticker omitted‎,Rohit 💃,2020-06-03 19:51:28,19,51,28,Wednesday,June,2020
349,‎sticker omitted‎,Rohit 💃,2020-06-03 19:51:32,19,51,32,Wednesday,June,2020
350,‎sticker omitted‎,Vinayak 👩,2020-06-03 20:57:51,20,57,51,Wednesday,June,2020
351,‎sticker omitted,Vinayak 👩,2020-06-03 20:58:04,20,58,4,Wednesday,June,2020
352,Le helri le,Roshan 🍗,2020-06-03 23:25:38,23,25,38,Wednesday,June,2020
353,Hogan bari‎,Roshan 🍗,2020-06-03 23:25:50,23,25,50,Wednesday,June,2020
354,‎sticker omitted‎,Rohit 💃,2020-06-03 23:30:24,23,30,24,Wednesday,June,2020
355,‎image omitted‎,Rohit 💃,2020-06-04 11:31:11,11,31,11,Thursday,June,2020
356,‎sticker omitted,Rohit 💃,2020-06-04 11:31:20,11,31,20,Thursday,June,2020
357,Nim appa ava,Vinayak 👩,2020-06-04 11:31:48,11,31,48,Thursday,June,2020
358,‎Rohit changed this group's icon,Rohit 💃,2020-06-04 11:47:28,11,47,28,Thursday,June,2020
359,🤣,Abhishek 🐂,2020-06-04 14:04:31,14,4,31,Thursday,June,2020
360,‎Baganna changed this group's icon,Vinayak 👩,2020-06-04 14:31:36,14,31,36,Thursday,June,2020
361,‎Rohit changed this group's icon‎,Rohit 💃,2020-06-04 14:36:15,14,36,15,Thursday,June,2020
362,‎sticker omitted,Rohit 💃,2020-06-04 14:36:45,14,36,45,Thursday,June,2020
363,😂,Rohit 💃,2020-06-04 14:36:46,14,36,46,Thursday,June,2020
364,‎Baganna changed this group's icon,Vinayak 👩,2020-06-04 15:12:22,15,12,22,Thursday,June,2020
365,🤣‎,Vinayak 👩,2020-06-04 15:12:33,15,12,33,Thursday,June,2020
366,‎sticker omitted,Vinayak 👩,2020-06-04 15:13:00,15,13,0,Thursday,June,2020
367,‎Rohit changed this group's icon,Rohit 💃,2020-06-04 17:48:17,17,48,17,Thursday,June,2020
368,Ageti baratiren paa,Rohit 💃,2020-06-04 19:07:45,19,7,45,Thursday,June,2020
369,le..Onderad Hindi cholo movie hako le nin phone olaga,Sharat 🔞,2020-06-04 19:08:10,19,8,10,Thursday,June,2020
370,amele bandra hakoteni na phone ge,Sharat 🔞,2020-06-04 19:08:21,19,8,21,Thursday,June,2020
371,Ok,Rohit 💃,2020-06-04 19:08:52,19,8,52,Thursday,June,2020
372,Forrest gump,Rohit 💃,2020-06-04 19:09:07,19,9,7,Thursday,June,2020
373,Haktini ba,Rohit 💃,2020-06-04 19:09:11,19,9,11,Thursday,June,2020
374,Cholo iti,Rohit 💃,2020-06-04 19:09:19,19,9,19,Thursday,June,2020
375,Hindi...hako,Sharat 🔞,2020-06-04 19:09:22,19,9,22,Thursday,June,2020
376,Hu,Rohit 💃,2020-06-04 19:09:33,19,9,33,Thursday,June,2020
377,Hu,Rohit 💃,2020-06-04 19:09:33,19,9,33,Thursday,June,2020
378,Cum cum,Rohit 💃,2020-06-04 19:09:36,19,9,36,Thursday,June,2020
379,🤣‎,Rohit 💃,2020-06-04 19:09:40,19,9,40,Thursday,June,2020
380,‎sticker omitted,Sharat 🔞,2020-06-04 19:09:54,19,9,54,Thursday,June,2020
381,DP🧐🧐🧐‎,Sharat 🔞,2020-06-04 19:10:09,19,10,9,Thursday,June,2020
382,‎sticker omitted‎,Rohit 💃,2020-06-04 19:10:10,19,10,10,Thursday,June,2020
383,‎sticker omitted,Rohit 💃,2020-06-04 19:10:20,19,10,20,Thursday,June,2020
384,Wierd face‎,Rohit 💃,2020-06-04 19:10:41,19,10,41,Thursday,June,2020
385,‎sticker omitted,Rohit 💃,2020-06-04 19:10:49,19,10,49,Thursday,June,2020
386,Bhag bsdk,Abhishek 🐂,2020-06-04 19:18:33,19,18,33,Thursday,June,2020
387,Forrest gump 🔥,Rohit 💃,2020-06-04 19:35:38,19,35,38,Thursday,June,2020
388,‎NK 🐂 changed this group's icon‎,Abhishek 🐂,2020-06-05 09:50:29,9,50,29,Friday,June,2020
389,‎image omitted,Roshan 🍗,2020-06-05 21:15:06,21,15,6,Friday,June,2020
390,Ell madyara,Rohit 💃,2020-06-05 21:16:08,21,16,8,Friday,June,2020
391,Avr manyag‎,Roshan 🍗,2020-06-05 21:17:12,21,17,12,Friday,June,2020
392,‎sticker omitted‎,Rohit 💃,2020-06-05 21:18:26,21,18,26,Friday,June,2020
393,‎sticker omitted‎,Roshan 🍗,2020-06-05 21:18:45,21,18,45,Friday,June,2020
394,‎sticker omitted‎,Rohit 💃,2020-06-05 21:18:57,21,18,57,Friday,June,2020
395,‎sticker omitted,Roshan 🍗,2020-06-05 21:58:28,21,58,28,Friday,June,2020
396,Halla ill allo hsm,Rohit 💃,2020-06-05 22:14:10,22,14,10,Friday,June,2020
397,😂‎,Rohit 💃,2020-06-05 22:14:11,22,14,11,Friday,June,2020
398,‎sticker omitted‎,Roshan 🍗,2020-06-05 22:29:21,22,29,21,Friday,June,2020
399,‎sticker omitted‎,Abhishek 🐂,2020-06-05 22:30:07,22,30,7,Friday,June,2020
400,‎sticker omitted‎,Roshan 🍗,2020-06-05 22:30:46,22,30,46,Friday,June,2020
401,‎sticker omitted‎,Roshan 🍗,2020-06-05 22:30:46,22,30,46,Friday,June,2020
402,‎sticker omitted,Roshan 🍗,2020-06-05 22:30:47,22,30,47,Friday,June,2020
403,Edd est le,Abhishek 🐂,2020-06-05 22:31:07,22,31,7,Friday,June,2020
404,Yen le,Roshan 🍗,2020-06-05 22:31:22,22,31,22,Friday,June,2020
405,Kann kanalla cutya,Abhishek 🐂,2020-06-05 22:31:39,22,31,39,Friday,June,2020
406,🤣,Rohit 💃,2020-06-05 22:31:48,22,31,48,Friday,June,2020
407,Ooo 😂😂sorry,Roshan 🍗,2020-06-05 22:32:03,22,32,3,Friday,June,2020
408,Shanta got agelila avnga,Rohit 💃,2020-06-05 22:32:28,22,32,28,Friday,June,2020
409,Sry anta,Rohit 💃,2020-06-05 22:32:31,22,32,31,Friday,June,2020
410,😂 😂 😂 😂‎,Rohit 💃,2020-06-05 22:32:33,22,32,33,Friday,June,2020
411,‎sticker omitted,Abhishek 🐂,2020-06-05 22:32:39,22,32,39,Friday,June,2020
412,Edd est le,Abhishek 🐂,2020-06-05 22:32:44,22,32,44,Friday,June,2020
413,🤣🤣🤣‎,Rohit 💃,2020-06-05 22:32:49,22,32,49,Friday,June,2020
414,‎image omitted‎,Abhishek 🐂,2020-06-05 22:35:43,22,35,43,Friday,June,2020
415,‎sticker omitted,Vinayak 👩,2020-06-05 22:37:19,22,37,19,Friday,June,2020
416,,Sharat 🔞,2020-06-05 22:58:16,22,58,16,Friday,June,2020
417,U0001-720206517506992020651750691.pdf • ‎2 pages ‎document omitted,Sharat 🔞,2020-06-06 12:53:52,12,53,52,Saturday,June,2020
418,That is you have to give the below information 👇S. No- Student Name-Course- Exam Register Number-Your address - Degree (BCA) college name near to your address -Fill the above all information in the form of formate and send it to me here only immediately. ,Sharat 🔞,2020-06-06 12:53:53,12,53,53,Saturday,June,2020
419,,Roshan 🍗,2020-06-06 14:25:31,14,25,31,Saturday,June,2020
420,Sarbjit 🤐  🥺,Rohit 💃,2020-06-06 18:09:16,18,9,16,Saturday,June,2020
421,Heart melting tru story,Rohit 💃,2020-06-06 18:09:59,18,9,59,Saturday,June,2020
422,,Abhishek 🐂,2020-06-06 19:46:54,19,46,54,Saturday,June,2020
423,‎image omitted,Roshan 🍗,2020-06-06 22:17:35,22,17,35,Saturday,June,2020
424,lab exam eralla ansatta,Sharat 🔞,2020-06-06 22:35:32,22,35,32,Saturday,June,2020
425,Only written,Sharat 🔞,2020-06-06 22:35:37,22,35,37,Saturday,June,2020
426,,Rohit 💃,2020-06-06 22:49:39,22,49,39,Saturday,June,2020
427,Must watch 🤣🤣🤣,Rohit 💃,2020-06-06 22:49:48,22,49,48,Saturday,June,2020
428,,Vinayak 👩,2020-06-07 15:45:07,15,45,7,Sunday,June,2020
429,le...'s,Sharat 🔞,2020-06-07 21:15:41,21,15,41,Sunday,June,2020
430,nan gadi ella pa,Sharat 🔞,2020-06-07 21:15:46,21,15,46,Sunday,June,2020
431,nale yeno bek anta...appaji ge,Sharat 🔞,2020-06-07 21:16:12,21,16,12,Sunday,June,2020
432,.‎,Sharat 🔞,2020-06-07 21:16:38,21,16,38,Sunday,June,2020
433,‎sticker omitted,Rohit 💃,2020-06-07 21:23:37,21,23,37,Sunday,June,2020
434,Hoiko badkko😅‎,Abhishek 🐂,2020-06-07 21:24:08,21,24,8,Sunday,June,2020
435,‎sticker omitted,Rohit 💃,2020-06-07 21:34:31,21,34,31,Sunday,June,2020
436,Vinya gadi aiti togo,Roshan 🍗,2020-06-07 22:20:18,22,20,18,Sunday,June,2020
437,Hmm yest gadi akav le?,Vinayak 👩,2020-06-07 22:46:08,22,46,8,Sunday,June,2020
438,Helri Nandu gadi kelthani‎,Vinayak 👩,2020-06-07 22:46:20,22,46,20,Sunday,June,2020
439,‎image omitted,Sharat 🔞,2020-06-07 22:50:51,22,50,51,Sunday,June,2020
440,Le nk gadi rohit gadi tharthara ella ?,Vinayak 👩,2020-06-07 22:51:44,22,51,44,Sunday,June,2020
441,Tartana,Roshan 🍗,2020-06-07 22:54:47,22,54,47,Sunday,June,2020
442,Ni kel le,Roshan 🍗,2020-06-07 22:54:57,22,54,57,Sunday,June,2020
443,water bottle tarad ayth..wt abut plates?,Sharat 🔞,2020-06-08 10:36:22,10,36,22,Monday,June,2020
444,Yellaru ond tran bottle,Roshan 🍗,2020-06-08 10:41:17,10,41,17,Monday,June,2020
445,Rohit plates tartana,Roshan 🍗,2020-06-08 10:41:25,10,41,25,Monday,June,2020
446,ok!..,Sharat 🔞,2020-06-08 10:42:27,10,42,27,Monday,June,2020
447,Lee  plates maneli illa,Rohit 💃,2020-06-08 11:14:11,11,14,11,Monday,June,2020
448,Nim maneli paper olates idre,Rohit 💃,2020-06-08 11:14:18,11,14,18,Monday,June,2020
449,Kelrii,Rohit 💃,2020-06-08 11:14:21,11,14,21,Monday,June,2020
450,Na plate thartheni tho,Abhishek 🐂,2020-06-08 11:20:01,11,20,1,Monday,June,2020
451,Le hsm phn enn muklyag ettkondrii enn le,Abhishek 🐂,2020-06-08 11:45:00,11,45,0,Monday,June,2020
452,,Sharat 🔞,2020-06-08 11:46:14,11,46,14,Monday,June,2020
453,😂,Rohit 💃,2020-06-08 11:47:51,11,47,51,Monday,June,2020
454,Aduhe adru agli tadi paaa,Rohit 💃,2020-06-08 11:48:10,11,48,10,Monday,June,2020
455,😂,Rohit 💃,2020-06-08 11:48:12,11,48,12,Monday,June,2020
456,adkudle...bid mani,Sharat 🔞,2020-06-08 11:53:57,11,53,57,Monday,June,2020
457,call mad yellarg,Sharat 🔞,2020-06-08 11:54:04,11,54,4,Monday,June,2020
458,Hnn‎,Rohit 💃,2020-06-08 11:54:54,11,54,54,Monday,June,2020
459,‎sticker omitted,Roshan 🍗,2020-06-08 11:58:02,11,58,2,Monday,June,2020
460,Hai jind bosdooo,Rohit 💃,2020-06-08 12:17:55,12,17,55,Monday,June,2020
461,abhi wr r u,Sharat 🔞,2020-06-08 13:22:53,13,22,53,Monday,June,2020
462,call me,Sharat 🔞,2020-06-08 13:22:54,13,22,54,Monday,June,2020
463,Madal utak ready mad le,Roshan 🍗,2020-06-08 13:26:30,13,26,30,Monday,June,2020
464,‎You changed this group's icon,🐌 snail,2020-06-08 15:48:16,15,48,16,Monday,June,2020
465,,Sharat 🔞,2020-06-08 16:22:11,16,22,11,Monday,June,2020
466,Photo kalss lee,Rohit 💃,2020-06-08 17:58:32,17,58,32,Monday,June,2020
467,Surkumba,Rohit 💃,2020-06-08 17:58:36,17,58,36,Monday,June,2020
468,Yaka toldu‎,Roshan 🍗,2020-06-08 19:42:19,19,42,19,Monday,June,2020
469,‎image omitted‎,Roshan 🍗,2020-06-08 20:49:42,20,49,42,Monday,June,2020
470,‎image omitted‎,Roshan 🍗,2020-06-08 20:49:49,20,49,49,Monday,June,2020
471,‎image omitted‎,Roshan 🍗,2020-06-08 20:49:49,20,49,49,Monday,June,2020
472,‎image omitted‎,Roshan 🍗,2020-06-08 20:49:49,20,49,49,Monday,June,2020
473,‎image omitted,Roshan 🍗,2020-06-08 20:49:49,20,49,49,Monday,June,2020
474,‎You deleted this message.,Roshan 🍗,2020-06-08 20:51:52,20,51,52,Monday,June,2020
475,‎Sharat changed this group's icon,Sharat 🔞,2020-06-08 22:56:51,22,56,51,Monday,June,2020
476,‎Sharat changed this group's icon‎,Sharat 🔞,2020-06-08 23:37:59,23,37,59,Monday,June,2020
477,‎video omitted,Sharat 🔞,2020-06-09 15:42:40,15,42,40,Tuesday,June,2020
478,Nin Hendthi le sharya😂‎,Vinayak 👩,2020-06-09 16:03:40,16,3,40,Tuesday,June,2020
479,‎sticker omitted,Sharat 🔞,2020-06-09 16:17:53,16,17,53,Tuesday,June,2020
480,evatta jaldi barri paa,Sharat 🔞,2020-06-09 16:18:12,16,18,12,Tuesday,June,2020
481,nam manyaga yar ella obbana adeni,Sharat 🔞,2020-06-09 16:18:20,16,18,20,Tuesday,June,2020
482,‎This message was deleted.‎,Vinayak 👩,2020-06-09 16:31:30,16,31,30,Tuesday,June,2020
483,‎sticker omitted‎,Vinayak 👩,2020-06-09 16:31:30,16,31,30,Tuesday,June,2020
484,‎sticker omitted‎,Roshan 🍗,2020-06-09 17:23:52,17,23,52,Tuesday,June,2020
485,‎sticker omitted‎,Rohit 💃,2020-06-09 17:28:23,17,28,23,Tuesday,June,2020
486,‎sticker omitted‎,Roshan 🍗,2020-06-09 17:41:01,17,41,1,Tuesday,June,2020
487,‎sticker omitted‎,Sharat 🔞,2020-06-09 17:43:12,17,43,12,Tuesday,June,2020
488,‎sticker omitted‎,Roshan 🍗,2020-06-09 17:43:33,17,43,33,Tuesday,June,2020
489,‎sticker omitted‎,Roshan 🍗,2020-06-09 17:43:57,17,43,57,Tuesday,June,2020
490,‎sticker omitted‎,Sharat 🔞,2020-06-09 17:44:07,17,44,7,Tuesday,June,2020
491,‎sticker omitted,Roshan 🍗,2020-06-09 17:44:18,17,44,18,Tuesday,June,2020
492,‎You deleted this message.‎,Roshan 🍗,2020-06-09 17:44:37,17,44,37,Tuesday,June,2020
493,‎sticker omitted‎,Sharat 🔞,2020-06-09 17:44:51,17,44,51,Tuesday,June,2020
494,‎sticker omitted‎,Roshan 🍗,2020-06-09 17:45:06,17,45,6,Tuesday,June,2020
495,‎sticker omitted‎,Sharat 🔞,2020-06-09 17:45:58,17,45,58,Tuesday,June,2020
496,‎sticker omitted‎,Roshan 🍗,2020-06-09 17:47:07,17,47,7,Tuesday,June,2020
497,‎sticker omitted‎,Vinayak 👩,2020-06-09 17:47:12,17,47,12,Tuesday,June,2020
498,‎sticker omitted‎,Roshan 🍗,2020-06-09 17:47:33,17,47,33,Tuesday,June,2020
499,‎sticker omitted‎,Vinayak 👩,2020-06-09 18:03:48,18,3,48,Tuesday,June,2020
500,‎sticker omitted‎,Vinayak 👩,2020-06-09 18:03:51,18,3,51,Tuesday,June,2020
501,‎sticker omitted‎,Roshan 🍗,2020-06-09 18:04:26,18,4,26,Tuesday,June,2020
502,‎sticker omitted‎,Rohit 💃,2020-06-09 18:07:03,18,7,3,Tuesday,June,2020
503,‎sticker omitted‎,Vinayak 👩,2020-06-09 18:09:47,18,9,47,Tuesday,June,2020
504,‎sticker omitted‎,Roshan 🍗,2020-06-09 18:10:35,18,10,35,Tuesday,June,2020
505,‎video omitted,Roshan 🍗,2020-06-09 18:28:10,18,28,10,Tuesday,June,2020
506,Mindrike🤣🤣‎,Vinayak 👩,2020-06-09 18:40:15,18,40,15,Tuesday,June,2020
507,‎image omitted,Rohit 💃,2020-06-10 12:54:47,12,54,47,Wednesday,June,2020
508,Ha ji land mera😤,Abhishek 🐂,2020-06-10 12:55:26,12,55,26,Wednesday,June,2020
509,😂,Rohit 💃,2020-06-10 12:55:41,12,55,41,Wednesday,June,2020
510,😂‎,Roshan 🍗,2020-06-10 14:43:56,14,43,56,Wednesday,June,2020
511,‎image omitted,Roshan 🍗,2020-06-10 14:56:00,14,56,0,Wednesday,June,2020
512,😂,Rohit 💃,2020-06-10 15:46:33,15,46,33,Wednesday,June,2020
513,,Rohit 💃,2020-06-10 23:16:15,23,16,15,Wednesday,June,2020
514,,Rohit 💃,2020-06-10 23:16:50,23,16,50,Wednesday,June,2020
515,Must watchable vid,Rohit 💃,2020-06-10 23:18:51,23,18,51,Wednesday,June,2020
516,,Sharat 🔞,2020-06-11 12:30:23,12,30,23,Thursday,June,2020
517,💥‎,Sharat 🔞,2020-06-11 12:30:29,12,30,29,Thursday,June,2020
518,‎video omitted‎,Rohit 💃,2020-06-11 13:07:49,13,7,49,Thursday,June,2020
519,‎video omitted,Rohit 💃,2020-06-11 16:31:55,16,31,55,Thursday,June,2020
520,Shurkuma,Rohit 💃,2020-06-11 16:31:58,16,31,58,Thursday,June,2020
521,😂 😂 😂 😂 😂 😂,Rohit 💃,2020-06-11 16:32:00,16,32,0,Thursday,June,2020
522,😂,Roshan 🍗,2020-06-11 16:34:34,16,34,34,Thursday,June,2020
523,.,Sharat 🔞,2020-06-11 20:28:38,20,28,38,Thursday,June,2020
524,Akig papa bagal ಮೂಸ್ torasyar ala lee 😂,Rohit 💃,2020-06-11 21:46:01,21,46,1,Thursday,June,2020
525,wedding card odle‎,Sharat 🔞,2020-06-11 22:34:03,22,34,3,Thursday,June,2020
526,City_Slums_-_Raja_Kumari_ft._DIVINE_|_Official_Video(256k).mp3 ‎document omitted,Rohit 💃,2020-06-12 20:04:31,20,4,31,Friday,June,2020
